ID,Project_Code,PQ,PO_SO,ASN_DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule_Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Delivery_Delay_Days,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD,Year,Month,Quarter,Month_Name
3904,PC-29710,PQS,PO162651,ASN51508,Vietnam,PMO - NG,From RDC,CIF,Air Charter,ARV,Sub-4,"Aurobindo Unit III, India",Medicine D 100mg,Type-4,Brand-D,50mg,Capsule,60,6794,67483.02,151.39,0.54,Matrix,Yes,2015-03-14,2015-04-29,2015-04-29,2015-04-29,0,3885.36,28492.11,674.83,2015,4,2,April
3905,PC-34532,PQS,PO398951,ASN77784,Zambia,PMO - NG,From RDC,DDP,Ocean,HRDT,Sub-5,Ranbaxy Fine Chemicals Limited,Medicine E 100mg,Type-5,Brand-E,500mg,Solution,120,5494,29287.56,319.5,9.88,Hetero Unit III,Yes,2015-05-19,2015-06-27,2015-07-04,2015-07-06,7,6873.52,7915.39,292.88,2015,7,3,July
3906,PC-28601,PQ,PO128669,ASN81728,Zambia,PMO - SA,Direct Drop,DDP,Air,ARV,Sub-6,Hetero Unit III India,Medicine F 100mg,Type-6,Brand-F,100mg,Tablet,90,4803,90988.83,72.79,9.91,Matrix,Yes,2015-01-01,2015-03-03,2015-02-26,2015-03-01,-5,3847.21,17078.15,909.89,2015,2,1,February
3907,PC-73227,PQS,PO785521,ASN37410,Haiti,PMO - NG,From RDC,EXW,Truck,HIV test,Sub-7,Ranbaxy Fine Chemicals Limited,Medicine G 100mg,Type-7,Brand-G,100mg,Solution,60,8453,41901.22,336.58,1.08,Hetero Unit III,Yes,2015-07-03,2015-08-18,2015-08-18,2015-08-21,0,4823.38,2859.68,419.01,2015,8,3,August
3908,PC-14967,PQ,PO500498,ASN19895,Nigeria,PMO - NG,From RDC,EXW,Air,ANTIMALARIALS,Sub-8,Matrix Laboratories,Medicine H 100mg,Type-8,Brand-H,200mg,Capsule,100,700,63490.56,143.18,3.51,Matrix,Yes,2015-04-30,2015-07-01,2015-07-06,2015-07-09,5,721.43,1464.44,634.91,2015,7,3,July
3909,PC-94289,PQ,PO388683,ASN81942,Vietnam,PMO - NG,From RDC,EXW,Ocean,ANTIMALARIALS,Sub-9,Hetero Unit III India,Medicine I 100mg,Type-9,Brand-I,50mg,Capsule,60,9851,98250.99,119.48,5.94,Matrix,No,2015-03-12,2015-04-15,2015-04-22,2015-04-22,7,7086.63,8319.65,982.51,2015,4,2,April
3910,PC-30022,PQ,PO904177,ASN43924,Haiti,PMO - US,From RDC,FCA,Air,Emergency,Sub-10,"Aurobindo Unit III, India",Medicine J 100mg,Type-10,Brand-J,200mg,Capsule,90,8956,78762.54,66.46,3.8,Ranbaxy,Yes,2015-03-15,2015-05-31,2015-05-31,2015-06-03,0,8263.52,28848.92,787.63,2015,5,2,May
3911,PC-53463,PQS,PO794793,ASN80831,Côte d'Ivoire,PMO - SA,Direct Drop,CIF,Air,HIV test,Sub-11,"Aurobindo Unit III, India",Medicine K 100mg,Type-11,Brand-A,500mg,Solution,60,5057,53630.69,28.18,4.93,Aurobindo Unit III,Yes,2015-01-12,2015-04-08,2015-04-07,2015-04-07,-1,2992.46,14812.88,536.31,2015,4,2,April
3912,PC-84671,PQ,PO333670,ASN22264,Nigeria,PMO - US,From RDC,DDP,Air,ANTIMALARIALS,Sub-12,Ranbaxy Fine Chemicals Limited,Medicine L 100mg,Type-12,Brand-B,200mg,Tablet,30,6273,86079.37,484.09,3.33,Matrix,Yes,2015-03-02,2015-05-08,2015-05-13,2015-05-15,5,1836.3,4335.0,860.79,2015,5,2,May
3913,PC-15722,PQ,PO920987,ASN38038,Zimbabwe,PMO - SA,From RDC,DDP,Ocean,HIV test,Sub-13,Ranbaxy Fine Chemicals Limited,Medicine M 100mg,Type-13,Brand-C,200mg,Tablet,120,4676,56483.33,209.88,7.15,Matrix,Yes,2015-02-02,2015-03-12,2015-03-17,2015-03-20,5,6742.95,7548.93,564.83,2015,3,1,March
3914,PC-37413,PQ,PO494289,ASN19136,Zambia,PMO - NG,From RDC,CIF,Ocean,ARV,Sub-14,"Aurobindo Unit III, India",Medicine N 100mg,Type-14,Brand-D,200mg,Solution,30,4416,44723.69,389.92,3.7,Ranbaxy,Yes,2015-04-28,2015-07-11,2015-07-14,2015-07-17,3,1446.68,1159.12,447.24,2015,7,3,July
3915,PC-91050,PQ,PO919115,ASN23213,Zambia,PMO - US,From RDC,DDP,Air,Safety,Sub-15,Hetero Unit III India,Medicine O 100mg,Type-15,Brand-E,500mg,Tablet,30,7833,87471.84,460.44,4.36,Matrix,No,2015-05-14,2015-08-04,2015-08-05,2015-08-08,1,2094.98,7347.22,874.72,2015,8,3,August
3916,PC-95867,PQ,PO125741,ASN87608,Nigeria,PMO - NG,Direct Drop,EXW,Ocean,HIV test,Sub-16,Cipla Ltd.,Medicine P 100mg,Type-1,Brand-F,500mg,Solution,30,6363,3688.38,105.99,5.8,Matrix,No,2015-08-11,2015-10-01,2015-10-08,2015-10-11,7,1528.65,876.44,36.88,2015,10,4,October
3917,PC-93596,PQS,PO253358,ASN37431,South Africa,PMO - NG,Direct Drop,DDP,Truck,ANTIMALARIA,Sub-17,"Aurobindo Unit III, India",Medicine Q 100mg,Type-2,Brand-G,200mg,Solution,60,6112,41339.15,435.58,9.7,Cipla,No,2015-06-02,2015-08-01,2015-08-01,2015-08-03,0,3229.52,2915.3,413.39,2015,8,3,August
3918,PC-76732,PQS,PO103599,ASN52290,Côte d'Ivoire,PMO - SA,Direct Drop,CIF,Air,Emergency,Sub-18,Matrix Laboratories,Medicine R 100mg,Type-3,Brand-H,50mg,Tablet,100,8040,34956.25,355.47,6.45,Cipla,Yes,2015-06-08,2015-07-11,2015-07-14,2015-07-15,3,8173.46,38206.4,349.56,2015,7,3,July
3919,PC-22297,PQ,PO228513,ASN77539,Côte d'Ivoire,PMO - NG,Direct Drop,FCA,Air,HIV test,Sub-19,Hetero Unit III India,Medicine S 100mg,Type-4,Brand-I,500mg,Tablet,120,6757,71694.54,291.1,1.06,Cipla,Yes,2015-01-27,2015-03-30,2015-04-20,2015-04-22,21,8174.61,28405.47,716.95,2015,4,2,April
3920,PC-78323,PQS,PO913725,ASN95535,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Ocean,ARV,Sub-20,Cipla Ltd.,Medicine T 100mg,Type-5,Brand-J,100mg,Solution,60,1490,2246.04,405.49,3.26,Ranbaxy,No,2015-04-05,2015-05-07,2015-05-06,2015-05-07,-1,913.47,533.03,22.46,2015,5,2,May
3921,PC-33816,PQS,PO377533,ASN52747,Zambia,PMO - SA,From RDC,CIF,Air Charter,ANTIMALARIALS,Sub-1,Cipla Ltd.,Medicine U 100mg,Type-6,Brand-A,200mg,Tablet,30,7347,66424.4,59.78,4.26,Matrix,Yes,2015-08-04,2015-09-24,2015-09-23,2015-09-25,-1,2587.7,16366.1,664.24,2015,9,3,September
3922,PC-50695,PQ,PO602865,ASN85974,Uganda,PMO - SA,Direct Drop,DDP,Ocean,ANTIMALARIA,Sub-2,Hetero Unit III India,Medicine V 100mg,Type-7,Brand-B,50mg,Tablet,90,7626,35289.76,135.48,7.43,Ranbaxy,Yes,2015-06-07,2015-07-23,2015-07-22,2015-07-26,-1,6972.64,5485.24,352.9,2015,7,3,July
3923,PC-29702,PQS,PO374462,ASN89763,Zambia,PMO - US,Direct Drop,DDP,Truck,HIV test,Sub-3,"Aurobindo Unit III, India",Medicine W 100mg,Type-8,Brand-C,500mg,Solution,90,4386,10691.44,69.87,4.52,Ranbaxy,Yes,2015-04-12,2015-05-22,2015-05-22,2015-05-23,0,4002.33,1270.68,106.91,2015,5,2,May
3924,PC-35242,Non-PQ,PO365199,ASN79208,Uganda,PMO - NG,From RDC,FCA,Ocean,Emergency,Sub-4,Cipla Ltd.,Medicine X 100mg,Type-9,Brand-D,200mg,Capsule,30,2057,98052.75,448.51,6.63,Hetero Unit III,Yes,2015-04-27,2015-07-17,2015-07-20,2015-07-22,3,605.09,804.59,980.53,2015,7,3,July
3925,PC-65841,PQ,PO745452,ASN82994,Zambia,PMO - NG,Direct Drop,DDP,Ocean,Emergency,Sub-5,Matrix Laboratories,Medicine Y 100mg,Type-10,Brand-E,50mg,Solution,100,9951,22010.65,53.9,8.41,Aurobindo Unit III,Yes,2015-02-01,2015-04-08,2015-04-08,2015-04-11,0,10297.82,6477.74,220.11,2015,4,2,April
3926,PC-77712,PQ,PO706867,ASN94075,Vietnam,PMO - NG,Direct Drop,FCA,Air,ARV,Sub-6,Hetero Unit III India,Medicine Z 100mg,Type-11,Brand-F,100mg,Tablet,120,3188,35563.86,490.08,1.13,Hetero Unit III,Yes,2015-01-08,2015-03-19,2015-03-22,2015-03-25,3,4078.83,19478.11,355.64,2015,3,1,March
3927,PC-95663,Non-PQ,PO761680,ASN79015,Zimbabwe,PMO - NG,Direct Drop,CIF,Ocean,ANTIMALARIA,Sub-7,Ranbaxy Fine Chemicals Limited,Medicine A 100mg,Type-12,Brand-G,500mg,Capsule,60,5289,21497.61,59.4,7.68,Aurobindo Unit III,Yes,2015-02-08,2015-04-08,2015-04-09,2015-04-09,1,3190.44,3710.81,214.98,2015,4,2,April
3928,PC-63574,PQ,PO204817,ASN24887,Zambia,PMO - NG,Direct Drop,CIF,Air,ANTIMALARIA,Sub-8,"Aurobindo Unit III, India",Medicine B 100mg,Type-13,Brand-H,500mg,Tablet,100,1927,66537.13,332.6,7.48,Hetero Unit III,Yes,2015-03-22,2015-06-04,2015-06-05,2015-06-08,1,1700.71,4131.36,665.37,2015,6,2,June
3929,PC-95744,PQ,PO104642,ASN10051,Vietnam,PMO - SA,From RDC,DDP,Ocean,ANTIMALARIA,Sub-9,Hetero Unit III India,Medicine C 100mg,Type-14,Brand-I,100mg,Solution,90,9408,78469.12,331.94,8.22,Matrix,Yes,2015-03-18,2015-05-09,2015-05-30,2015-05-30,21,7626.75,5844.05,784.69,2015,5,2,May
3930,PC-38482,PQ,PO585910,ASN77695,Vietnam,PMO - SA,Direct Drop,EXW,Air,HIV test,Sub-10,Matrix Laboratories,Medicine D 100mg,Type-15,Brand-J,500mg,Solution,30,2105,86203.44,465.97,9.57,Ranbaxy,Yes,2015-07-09,2015-09-03,2015-09-03,2015-09-06,0,666.81,3287.28,862.03,2015,9,3,September
3931,PC-19171,PQ,PO633609,ASN79926,Zimbabwe,PMO - US,Direct Drop,EXW,Ocean,ARV,Sub-11,Cipla Ltd.,Medicine E 100mg,Type-1,Brand-A,50mg,Solution,60,1261,31788.82,164.95,3.17,Hetero Unit III,Yes,2015-02-13,2015-03-19,2015-03-22,2015-03-22,3,690.64,793.23,317.89,2015,3,1,March
3932,PC-13696,PQS,PO442112,ASN95571,Vietnam,PMO - NG,Direct Drop,FCA,Truck,ARV,Sub-12,"Aurobindo Unit III, India",Medicine F 100mg,Type-2,Brand-B,500mg,Capsule,100,6690,52930.79,169.35,4.35,Hetero Unit III,Yes,2015-07-24,2015-09-11,2015-09-12,2015-09-15,1,6521.97,4157.42,529.31,2015,9,3,September
3933,PC-30058,PQ,PO843653,ASN38491,Uganda,PMO - NG,Direct Drop,CIF,Air Charter,ARV,Sub-13,"Aurobindo Unit III, India",Medicine G 100mg,Type-3,Brand-C,200mg,Tablet,100,267,66662.5,423.92,2.7,Matrix,Yes,2015-07-11,2015-08-16,2015-08-19,2015-08-23,3,218.51,1707.94,666.62,2015,8,3,August
3934,PC-30313,PQ,PO552834,ASN26080,Côte d'Ivoire,PMO - NG,Direct Drop,FCA,Air,Safety,Sub-14,Hetero Unit III India,Medicine H 100mg,Type-4,Brand-D,100mg,Capsule,100,8580,63322.58,489.39,3.34,Ranbaxy,Yes,2015-02-10,2015-04-09,2015-04-12,2015-04-13,3,9383.13,19622.69,633.23,2015,4,2,April
3935,PC-29149,PQ,PO727058,ASN44880,Uganda,PMO - US,From RDC,CIF,Ocean,HRDT,Sub-15,Hetero Unit III India,Medicine I 100mg,Type-5,Brand-E,200mg,Solution,60,1137,71886.69,19.92,3.37,Aurobindo Unit III,No,2015-06-28,2015-09-22,2015-09-27,2015-09-27,5,643.19,568.25,718.87,2015,9,3,September
3936,PC-63521,PQ,PO621315,ASN69965,Nigeria,PMO - NG,Direct Drop,FCA,Ocean,ANTIMALARIALS,Sub-16,Matrix Laboratories,Medicine J 100mg,Type-6,Brand-F,500mg,Tablet,120,6298,77203.0,319.48,8.71,Hetero Unit III,Yes,2015-03-30,2015-06-16,2015-06-17,2015-06-17,1,5968.94,7868.52,772.03,2015,6,2,June
3937,PC-55740,PQ,PO519260,ASN57361,Côte d'Ivoire,PMO - SA,Direct Drop,FCA,Air,ARV,Sub-17,Ranbaxy Fine Chemicals Limited,Medicine K 100mg,Type-7,Brand-G,200mg,Solution,60,4923,10649.86,125.6,0.72,Aurobindo Unit III,Yes,2015-01-29,2015-03-26,2015-03-31,2015-04-04,5,3150.09,15326.41,106.5,2015,3,1,March
3938,PC-14956,PQ,PO253043,ASN97685,Zambia,PMO - NG,From RDC,FCA,Ocean,HRDT,Sub-18,Hetero Unit III India,Medicine L 100mg,Type-8,Brand-H,50mg,Tablet,30,7628,17662.79,365.34,2.11,Cipla,No,2015-06-18,2015-08-05,2015-08-10,2015-08-12,5,1966.84,2525.61,176.63,2015,8,3,August
3939,PC-85731,PQS,PO880342,ASN90875,Zambia,PMO - US,From RDC,DDP,Ocean,HRDT,Sub-19,Hetero Unit III India,Medicine M 100mg,Type-9,Brand-I,200mg,Capsule,60,4073,73697.78,387.5,6.14,Hetero Unit III,Yes,2015-08-03,2015-09-21,2015-09-20,2015-09-22,-1,2158.43,2454.73,736.98,2015,9,3,September
3940,PC-92612,PQ,PO471906,ASN76890,Zambia,PMO - SA,Direct Drop,EXW,Ocean,ANTIMALARIA,Sub-20,Hetero Unit III India,Medicine N 100mg,Type-10,Brand-J,50mg,Capsule,100,9476,48190.88,382.45,7.68,Ranbaxy,Yes,2015-09-17,2015-11-14,2015-11-28,2015-11-28,14,10239.0,6436.17,481.91,2015,11,4,November
3941,PC-76641,PQ,PO738471,ASN81156,Zambia,PMO - SA,From RDC,CIF,Air Charter,ANTIMALARIALS,Sub-1,Matrix Laboratories,Medicine O 100mg,Type-11,Brand-A,50mg,Capsule,120,9774,43276.35,220.58,7.0,Cipla,Yes,2015-05-29,2015-07-12,2015-07-17,2015-07-21,5,11010.5,67684.12,432.76,2015,7,3,July
3942,PC-73811,PQ,PO741447,ASN79290,Zambia,PMO - SA,Direct Drop,FCA,Air,ANTIMALARIA,Sub-2,Cipla Ltd.,Medicine P 100mg,Type-12,Brand-B,50mg,Capsule,120,299,46088.57,83.11,0.56,Cipla,No,2015-06-02,2015-07-22,2015-07-19,2015-07-19,-3,423.37,1576.62,460.89,2015,7,3,July
3943,PC-62160,PQ,PO912159,ASN26593,Uganda,PMO - NG,Direct Drop,EXW,Air,ANTIMALARIALS,Sub-3,Ranbaxy Fine Chemicals Limited,Medicine Q 100mg,Type-13,Brand-C,100mg,Tablet,30,8626,37830.58,294.46,4.59,Hetero Unit III,Yes,2015-05-06,2015-07-04,2015-07-11,2015-07-14,7,2231.88,10009.62,378.31,2015,7,3,July
3944,PC-61313,PQ,PO173820,ASN26167,Haiti,PMO - US,Direct Drop,FCA,Ocean,Safety,Sub-4,Matrix Laboratories,Medicine R 100mg,Type-14,Brand-D,200mg,Tablet,30,3513,59515.68,395.57,1.93,Hetero Unit III,No,2015-03-25,2015-06-13,2015-06-12,2015-06-14,-1,1226.92,1434.35,595.16,2015,6,2,June
3945,PC-73232,PQ,PO733350,ASN98091,Zimbabwe,PMO - US,Direct Drop,FCA,Truck,ANTIMALARIA,Sub-5,Hetero Unit III India,Medicine S 100mg,Type-15,Brand-E,50mg,Capsule,90,278,33009.23,456.54,9.88,Cipla,Yes,2015-02-08,2015-03-15,2015-03-18,2015-03-18,3,225.01,200.67,330.09,2015,3,1,March
3946,PC-25417,PQS,PO838561,ASN43005,Haiti,PMO - NG,From RDC,CIF,Air Charter,Emergency,Sub-6,Cipla Ltd.,Medicine T 100mg,Type-1,Brand-F,50mg,Capsule,90,8741,64044.72,229.06,9.99,Hetero Unit III,Yes,2015-03-23,2015-05-16,2015-05-16,2015-05-20,0,7595.14,48021.98,640.45,2015,5,2,May
3947,PC-34729,PQ,PO651764,ASN75471,Uganda,PMO - US,From RDC,DDP,Air,HIV test,Sub-7,Hetero Unit III India,Medicine U 100mg,Type-2,Brand-G,200mg,Tablet,90,1824,21061.07,126.61,0.6,Ranbaxy,Yes,2015-04-01,2015-05-12,2015-05-15,2015-05-17,3,1476.74,3553.83,210.61,2015,5,2,May
3948,PC-40099,PQS,PO622117,ASN60728,South Africa,PMO - SA,From RDC,FCA,Ocean,ANTIMALARIALS,Sub-8,Matrix Laboratories,Medicine V 100mg,Type-3,Brand-H,500mg,Solution,60,1279,76011.2,63.82,6.71,Ranbaxy,Yes,2015-07-18,2015-09-24,2015-10-08,2015-10-08,14,849.45,1061.18,760.11,2015,10,4,October
3949,PC-39961,PQ,PO555899,ASN18691,Vietnam,PMO - SA,From RDC,CIF,Ocean,Emergency,Sub-9,"Aurobindo Unit III, India",Medicine W 100mg,Type-4,Brand-I,100mg,Capsule,120,4935,78378.4,399.81,8.15,Cipla,Yes,2015-02-04,2015-04-09,2015-04-23,2015-04-26,14,6826.55,7756.15,783.78,2015,4,2,April
3950,PC-22602,Non-PQ,PO766351,ASN19756,Haiti,PMO - US,Direct Drop,DDP,Ocean,HRDT,Sub-10,Hetero Unit III India,Medicine X 100mg,Type-5,Brand-J,50mg,Tablet,30,967,58273.56,269.97,3.32,Hetero Unit III,No,2015-02-20,2015-04-25,2015-04-30,2015-05-01,5,278.14,235.91,582.74,2015,4,2,April
3951,PC-19256,PQ,PO840457,ASN46308,Uganda,PMO - US,Direct Drop,DDP,Ocean,HRDT,Sub-11,Cipla Ltd.,Medicine Y 100mg,Type-6,Brand-A,500mg,Capsule,90,1077,37563.02,338.72,6.97,Cipla,Yes,2015-09-20,2015-11-20,2015-11-27,2015-11-30,7,942.37,1243.53,375.63,2015,11,4,November
3952,PC-96120,PQS,PO220355,ASN74079,Vietnam,PMO - NG,Direct Drop,EXW,Truck,ANTIMALARIALS,Sub-12,Ranbaxy Fine Chemicals Limited,Medicine Z 100mg,Type-7,Brand-B,500mg,Tablet,30,3740,2425.26,83.82,1.96,Ranbaxy,Yes,2015-01-20,2015-04-04,2015-04-05,2015-04-06,1,951.04,873.3,24.25,2015,4,2,April
3953,PC-44681,PQ,PO170047,ASN75524,Côte d'Ivoire,PMO - NG,From RDC,EXW,Air,ANTIMALARIA,Sub-13,"Aurobindo Unit III, India",Medicine A 100mg,Type-8,Brand-C,500mg,Capsule,90,8957,13031.71,8.26,1.37,Hetero Unit III,Yes,2015-09-08,2015-10-17,2015-10-24,2015-10-28,7,8998.12,37807.35,130.32,2015,10,4,October
3954,PC-97440,PQ,PO241868,ASN70466,Zambia,PMO - NG,Direct Drop,FCA,Ocean,Safety,Sub-14,Hetero Unit III India,Medicine B 100mg,Type-9,Brand-D,50mg,Capsule,60,882,8889.01,483.95,9.26,Ranbaxy,Yes,2015-02-09,2015-03-22,2015-03-23,2015-03-23,1,477.55,469.91,88.89,2015,3,1,March
3955,PC-74789,PQ,PO103881,ASN19327,Uganda,PMO - NG,Direct Drop,EXW,Air Charter,HIV test,Sub-15,Hetero Unit III India,Medicine C 100mg,Type-10,Brand-E,50mg,Solution,60,4397,2010.3,406.39,6.46,Hetero Unit III,Yes,2015-05-25,2015-08-05,2015-08-05,2015-08-05,0,2299.35,12042.18,20.1,2015,8,3,August
3956,PC-53361,Non-PQ,PO639956,ASN38520,Haiti,PMO - NG,Direct Drop,CIF,Air Charter,HIV test,Sub-16,Cipla Ltd.,Medicine D 100mg,Type-11,Brand-F,50mg,Solution,100,8138,72499.76,203.01,8.19,Matrix,Yes,2015-04-17,2015-05-24,2015-06-07,2015-06-11,14,8128.67,39946.78,725.0,2015,6,2,June
3957,PC-74503,PQ,PO331789,ASN53308,Zimbabwe,PMO - NG,From RDC,CIF,Ocean,ARV,Sub-17,"Aurobindo Unit III, India",Medicine E 100mg,Type-12,Brand-G,200mg,Solution,30,6832,95650.61,231.29,5.37,Ranbaxy,No,2015-04-19,2015-07-01,2015-07-02,2015-07-04,1,1948.54,2592.71,956.51,2015,7,3,July
3958,PC-44540,PQ,PO265384,ASN26533,Haiti,PMO - SA,From RDC,EXW,Ocean,ANTIMALARIALS,Sub-18,"Aurobindo Unit III, India",Medicine F 100mg,Type-13,Brand-H,50mg,Solution,100,9779,2105.66,464.89,1.63,Aurobindo Unit III,Yes,2015-07-09,2015-08-17,2015-08-20,2015-08-21,3,9052.54,10417.52,21.06,2015,8,3,August
3959,PC-36536,PQS,PO128106,ASN54488,Zambia,PMO - US,From RDC,CIF,Ocean,HIV test,Sub-19,"Aurobindo Unit III, India",Medicine G 100mg,Type-14,Brand-I,100mg,Capsule,60,3650,12156.37,107.79,3.83,Hetero Unit III,Yes,2015-06-27,2015-09-24,2015-09-27,2015-09-27,3,2153.23,2456.27,121.56,2015,9,3,September
3960,PC-94700,PQ,PO848118,ASN77160,Haiti,PMO - NG,From RDC,CIF,Ocean,ANTIMALARIA,Sub-20,Hetero Unit III India,Medicine H 100mg,Type-15,Brand-J,200mg,Capsule,60,8100,86206.91,402.4,8.83,Matrix,Yes,2015-09-12,2015-10-14,2015-10-11,2015-10-11,-3,4528.74,3172.15,862.07,2015,10,4,October
3961,PC-73043,PQS,PO902161,ASN50429,Nigeria,PMO - SA,Direct Drop,FCA,Truck,ANTIMALARIA,Sub-1,"Aurobindo Unit III, India",Medicine I 100mg,Type-1,Brand-A,100mg,Solution,30,7636,69161.72,13.88,0.25,Matrix,Yes,2015-07-13,2015-09-27,2015-09-27,2015-09-28,0,2326.68,1602.93,691.62,2015,9,3,September
3962,PC-88532,PQ,PO753642,ASN61726,South Africa,PMO - US,Direct Drop,FCA,Truck,HRDT,Sub-2,Hetero Unit III India,Medicine J 100mg,Type-2,Brand-B,500mg,Solution,100,3550,41066.33,438.48,2.15,,No,2015-06-13,2015-07-26,2015-07-26,2015-07-30,0,3986.21,3951.35,410.66,2015,7,3,July
3963,PC-66575,PQS,PO694608,ASN96348,Côte d'Ivoire,PMO - US,Direct Drop,CIF,Air Charter,HIV test,Sub-3,Hetero Unit III India,Medicine K 100mg,Type-3,Brand-C,200mg,Capsule,100,8414,99286.86,296.7,2.61,Ranbaxy,Yes,2015-02-17,2015-04-07,2015-04-12,2015-04-12,5,6411.46,37101.36,992.87,2015,4,2,April
3964,PC-12871,PQ,PO941345,ASN83065,Zimbabwe,PMO - US,Direct Drop,EXW,Ocean,HIV test,Sub-4,"Aurobindo Unit III, India",Medicine L 100mg,Type-4,Brand-D,200mg,Tablet,100,6297,57788.51,241.4,2.7,Aurobindo Unit III,Yes,2015-05-09,2015-08-01,2015-08-04,2015-08-08,3,6507.5,6843.82,577.89,2015,8,3,August
3965,PC-56002,PQ,PO421546,ASN30653,South Africa,PMO - NG,From RDC,CIF,Air Charter,ANTIMALARIA,Sub-5,Matrix Laboratories,Medicine M 100mg,Type-5,Brand-E,200mg,Solution,30,5690,67290.3,354.7,1.08,Matrix,Yes,2015-05-15,2015-07-02,2015-08-01,2015-08-04,30,1934.12,14513.49,672.9,2015,8,3,August
3966,PC-59812,PQ,PO221649,ASN66921,Uganda,PMO - NG,Direct Drop,DDP,Air,HRDT,Sub-6,Ranbaxy Fine Chemicals Limited,Medicine N 100mg,Type-6,Brand-F,100mg,Tablet,30,7473,65664.46,38.49,8.5,Cipla,Yes,2015-06-22,2015-08-13,2015-08-18,2015-08-18,5,2318.3,10713.49,656.64,2015,8,3,August
3967,PC-32626,PQS,PO466074,ASN23654,South Africa,PMO - NG,Direct Drop,DDP,Air,HIV test,Sub-7,Ranbaxy Fine Chemicals Limited,Medicine O 100mg,Type-7,Brand-G,100mg,Capsule,30,6410,23047.46,101.79,1.68,Hetero Unit III,Yes,2015-04-09,2015-05-19,2015-05-19,2015-05-21,0,2163.34,4755.37,230.47,2015,5,2,May
3968,PC-69979,PQ,PO792642,ASN12108,Zambia,PMO - US,From RDC,DDP,Ocean,Safety,Sub-8,Matrix Laboratories,Medicine P 100mg,Type-8,Brand-H,500mg,Tablet,120,5185,49324.32,206.46,8.31,Hetero Unit III,Yes,2015-02-09,2015-03-15,2015-03-15,2015-03-16,0,6661.92,9345.66,493.24,2015,3,1,March
3969,PC-86057,PQ,PO592665,ASN79483,Zambia,PMO - US,Direct Drop,FCA,Ocean,Safety,Sub-9,"Aurobindo Unit III, India",Medicine Q 100mg,Type-9,Brand-I,50mg,Solution,60,1059,22424.72,310.84,3.62,Aurobindo Unit III,Yes,2015-08-26,2015-10-01,2015-09-30,2015-10-02,-1,654.28,756.41,224.25,2015,9,3,September
3970,PC-76668,Non-PQ,PO567854,ASN17899,Nigeria,PMO - SA,Direct Drop,EXW,Truck,ANTIMALARIA,Sub-10,Hetero Unit III India,Medicine R 100mg,Type-10,Brand-J,100mg,Solution,120,5230,51436.99,76.55,4.63,Aurobindo Unit III,Yes,2015-01-09,2015-03-15,2015-03-22,2015-03-24,7,5398.94,2913.89,514.37,2015,3,1,March
3971,PC-90070,PQ,PO793578,ASN23372,Vietnam,PMO - SA,From RDC,CIF,Ocean,HRDT,Sub-11,Cipla Ltd.,Medicine S 100mg,Type-11,Brand-A,500mg,Solution,120,9698,4047.34,192.85,4.68,Ranbaxy,Yes,2015-02-06,2015-03-10,2015-03-17,2015-03-21,7,9927.8,12577.02,40.47,2015,3,1,March
3972,PC-99390,PQS,PO684027,ASN47682,South Africa,PMO - SA,From RDC,EXW,Ocean,HRDT,Sub-12,Matrix Laboratories,Medicine T 100mg,Type-12,Brand-B,50mg,Solution,60,4704,38813.96,134.14,7.16,Cipla,No,2015-05-04,2015-06-16,2015-06-30,2015-07-03,14,2499.25,2470.02,388.14,2015,6,2,June
3973,PC-52998,Non-PQ,PO348765,ASN77799,Haiti,PMO - SA,Direct Drop,EXW,Ocean,ANTIMALARIA,Sub-13,Ranbaxy Fine Chemicals Limited,Medicine U 100mg,Type-13,Brand-C,200mg,Solution,90,8855,37848.8,324.56,7.34,Hetero Unit III,Yes,2015-08-28,2015-10-20,2015-10-23,2015-10-24,3,8791.98,9215.16,378.49,2015,10,4,October
3974,PC-73814,PQS,PO366651,ASN46583,South Africa,PMO - US,Direct Drop,EXW,Air Charter,HRDT,Sub-14,Ranbaxy Fine Chemicals Limited,Medicine V 100mg,Type-14,Brand-D,50mg,Capsule,90,824,29871.43,460.04,6.44,Matrix,No,2015-01-28,2015-03-05,2015-03-05,2015-03-07,0,726.06,4756.43,298.71,2015,3,1,March
3975,PC-55607,PQS,PO277375,ASN39295,Zambia,PMO - NG,Direct Drop,DDP,Ocean,Emergency,Sub-15,Hetero Unit III India,Medicine W 100mg,Type-15,,100mg,Tablet,90,7321,8843.67,87.16,7.76,Matrix,Yes,2015-07-19,2015-10-01,2015-10-15,2015-10-17,14,6744.15,8810.85,88.44,2015,10,4,October
